,Unnamed: 0,candidateID,Office,District type,District name,GeoID,Party,First Name,Last Name,Incumbent (Y/N),Issue Stance,edited issue stance for site,Source URL,Issue Tag 1,state
153,631,MikeWeissmanStateHouse-District36.CO.primary.2016,State House - District 36,State House,36,1,Democrat,Mike,Weissman,N,"I support creative programs like these to allow Colorado students to get the education they want and the job skills they need while keeping student debt to a minimum, and I support attempts to make sure all students know about and can take advantage of these opportunities.","Supports creative programs that allow Colorado students to get the education they want and the job skills they need, and make sure all students know about and can take advantage of such opportunities",http://mikeweissman.com/issues/,Education,CO
154,632,MikeWeissmanStateHouse-District36.CO.primary.2016,State House - District 36,State House,36,1,Democrat,Mike,Weissman,N,I support increased funding to K-12 education that so that students can benefit from up-to-date books and other instructional materials and so that schools can hire enough teachers to keep class sizes reasonable,Supports increased funding to K-12 education,http://mikeweissman.com/issues/,Education,CO
155,633,MikeWeissmanStateHouse-District36.CO.primary.2016,State House - District 36,State House,36,1,Democrat,Mike,Weissman,N,I support the rights of homeowners to use and enjoy their property without undue interference from HOAs.,Supports the rights of residents to use and enjoy their property without undue interference from Homeowner's Associations,http://mikeweissman.com/issues/,Housing,CO
156,634,MikeWeissmanStateHouse-District36.CO.primary.2016,State House - District 36,State House,36,1,Democrat,Mike,Weissman,N,"I support programs like Coloradoâ€™s Military Family Relief Fund, which offers financial assistance to families of service members suffering financial hardship (learn more about the Military Family Relief Fund here: http://www.checkoffcolorado.com/funds/militaryFamily.php).","Supports programs like Colorado's Military Family Relief Fund, which offers financial assistance to families of servicemembers suffering financial hardship",http://mikeweissman.com/issues/,Veterans / VA,CO
157,635,LindaGarrisonStateHouse-District41.CO.primary.2016,State House - District 41,State House,41,2,Republican,Linda,Garrison,N,balanced budget,Supports a balanced budget,http://lindagarrison.org/,Taxes + Budget,CO
158,636,DominiqueJacksonStateHouse-District42.CO.primary.2016,State House - District 42,State House,42,2,Democrat,Dominique,Jackson,N,Iâ€™m in favor of funding Pre-K for all of our children.,Supports funding universal Pre-K ,http://jacksonforcolorado.com/about/,Healthcare,CO
159,637,DominiqueJacksonStateHouse-District42.CO.primary.2016,State House - District 42,State House,42,2,Democrat,Dominique,Jackson,N,I will work with our lawmakers and state agencies to find funding for accessible housing.,Supports finding funding for accessible housing,http://jacksonforcolorado.com/about/,Housing,CO
160,638,KevinVanWinkleStateHouse-District43.CO.primary.2016,State House - District 43,State House,43,2,Republican,Kevin,Winkle,Y,"In 2015, he co-sponsored several measures to protect life, including a bill to prevent abortions when parents simply preferred a boy or girl.","Supports several measures to protect life, including a bill to prevent abortions when parents simply preferred a boy or girl",http://vanwinkleforcolorado.com/issues/,Abortion / Contraception,CO
161,639,KevinVanWinkleStateHouse-District43.CO.primary.2016,State House - District 43,State House,43,2,Republican,Kevin,Winkle,Y,"In 2015, Rep. Van Winkle co-sponsored a 1st Amendment inspired bill that prohibits the government from forcing â€œspeech, an artistic act, or a religious actâ€ that would violate that personâ€™s religious belief.","Opposes the government forcing speech, an artistic act, or a religious act that would violate that person's religious beliefs",http://vanwinkleforcolorado.com/issues/,Diversity / Discrimination,CO
162,640,KevinVanWinkleStateHouse-District43.CO.primary.2016,State House - District 43,State House,43,2,Republican,Kevin,Winkle,Y,"In 2015, Rep. Van Winkle ran a bill to protect Colorado taxpayer money directed to our Colleges and Universities for Colorado students.",Supports protecting Colorado taxpayer money directed to Colleges and Universities for Colorado students,http://vanwinkleforcolorado.com/issues/,Education,CO
163,641,KevinVanWinkleStateHouse-District43.CO.primary.2016,State House - District 43,State House,43,2,Republican,Kevin,Winkle,Y,"In 2015, Rep. Van Winkle co-sponsored a bill to fully repeal Common Core in Colorado.",Supports the repeal of Common Core in Colorado,http://vanwinkleforcolorado.com/issues/,Education,CO
164,642,KevinVanWinkleStateHouse-District43.CO.primary.2016,State House - District 43,State House,43,2,Republican,Kevin,Winkle,Y,Kevin knows affordable energy is the foundation for continued growth and economic security and believes it is imperative to develop the next generation of energy while continuing to safely use the abundant resources found in Colorado.,Believes in developing the next generation of energy while continuing to safely use the abundant resources found in Colorado,http://vanwinkleforcolorado.com/issues/,Environment,CO
165,643,KevinVanWinkleStateHouse-District43.CO.primary.2016,State House - District 43,State House,43,2,Republican,Kevin,Winkle,Y,A related bill co-sponsored by Rep. Van Winkle in 2015 would have allowed for a legislative review of all rules and regulations issued by state departments upon the public and private businesses every 4 years.,Supports a legislative review of all rules and regulations issued by state departments upon the public and private businesses every 4 years,http://vanwinkleforcolorado.com/issues/,Government Operations,CO
166,644,KevinVanWinkleStateHouse-District43.CO.primary.2016,State House - District 43,State House,43,2,Republican,Kevin,Winkle,Y,"In 2015, he co-sponsored a measure to give small businesses a simple warning (instead of a harsh fine) for violating a new mandate imposed in the last calendar year.",Supports giving small businesses a warning instead of a fine for violating a new mandate imposed in the last calendar year,http://vanwinkleforcolorado.com/issues/,Government Operations,CO
167,645,KevinVanWinkleStateHouse-District43.CO.primary.2016,State House - District 43,State House,43,2,Republican,Kevin,Winkle,Y,"In 2015, Rep. Van Winkle sponsored a bill to add Colorado to the growing list of states that allow eligible law abiding residents to exercise their 2nd Amendment rights without first seeking an expensive permission slip from government.",Supports allowing eligible law abiding residents to exercise their 2nd Amendment rights without first seeking an expensive permission slip from government,http://vanwinkleforcolorado.com/issues/,Guns,CO
168,646,KevinVanWinkleStateHouse-District43.CO.primary.2016,State House - District 43,State House,43,2,Republican,Kevin,Winkle,Y,"Also in 2015, Rep. Van Winkle co-sponsored other key 2nd Amendment bills: one to fully repeal the Magazine Ban; another to grant immunity to a business owner who must use lethal force to defend their lives, or the lives of other innocent people.",Supports bills to fully repeal the Magazine Ban and to grant immunity to a business owner who must use lethal force to defend their lives or the lives of other innocent people,http://vanwinkleforcolorado.com/issues/,Guns,CO
169,647,KevinVanWinkleStateHouse-District43.CO.primary.2016,State House - District 43,State House,43,2,Republican,Kevin,Winkle,Y,Rep. Van Winkle opposes Obamacare and any government run health care plan that obstructs the patient-doctor relationship,Opposes Obamacare and any government run health care plan,http://vanwinkleforcolorado.com/issues/,Healthcare,CO
170,648,KevinVanWinkleStateHouse-District43.CO.primary.2016,State House - District 43,State House,43,2,Republican,Kevin,Winkle,Y,"He also supported a measure to allow for the practice of tele-medicine in Colorado, so prescriptions and other services can be given to patients after simply speaking with a doctor via webcam, instead of requiring an in person visit.",Supports a measure to allow for the practice of telemedicine in Colorado so prescriptions and other services can be given to patients after speaking with a doctor via webcam instead of requiring an in person visit.,http://vanwinkleforcolorado.com/issues/,Healthcare,CO
171,649,KevinVanWinkleStateHouse-District43.CO.primary.2016,State House - District 43,State House,43,2,Republican,Kevin,Winkle,Y,"Also in 2015, Rep. Van Winkle co-sponsored a bill to eliminate several unnecessary regulations put on large Home Owners Associations such as the Highlands Ranch Community Association.",Supports eliminating several unnecessary regulations put on large Home Owners Associations such as the Highlands Ranch Community Association,http://vanwinkleforcolorado.com/issues/,Housing,CO
172,650,KevinVanWinkleStateHouse-District43.CO.primary.2016,State House - District 43,State House,43,2,Republican,Kevin,Winkle,Y,"To that end, Rep. Van Winkle supported the â€œClair Davis School Safety Actâ€ named after the young girl who was killed at Arapahoe High School in December of 2013.","Supports the ""Clair Davis School Safety Act""",http://vanwinkleforcolorado.com/issues/,Public Safety + Criminal Justice,CO
173,651,KevinVanWinkleStateHouse-District43.CO.primary.2016,State House - District 43,State House,43,2,Republican,Kevin,Winkle,Y,"Kevin supports the Taxpayers Bill of Rights, and other measures to protect, and boost family finances.",Supports the Taxpayers Bill of Rights,http://vanwinkleforcolorado.com/issues/,Taxes + Budget,CO
174,652,KevinVanWinkleStateHouse-District43.CO.primary.2016,State House - District 43,State House,43,2,Republican,Kevin,Winkle,Y,"Making transportation a priority in State government again, is a top priority for Rep. Van Winkle.",Believes in making transportation a priority in State government again,http://vanwinkleforcolorado.com/issues/,Transportation,CO
175,653,KevinVanWinkleStateHouse-District43.CO.primary.2016,State House - District 43,State House,43,2,Republican,Kevin,Winkle,Y,"To that end, he co-sponsored a bill in 2015 to prevent transportation funding from being raided in order to pay for other programs.",Opposes transportation funding paying for other programs,http://vanwinkleforcolorado.com/issues/,Transportation,CO
176,654,KevinVanWinkleStateHouse-District43.CO.primary.2016,State House - District 43,State House,43,2,Republican,Kevin,Winkle,Y,"In 2015, he co-sponsored a bipartisan bill to grant the Secretary of State greater authority to prevent people from obtaining multiple voter registrations and voting multiple times.",Supports giving the Secretary of State greater authority to prevent people from obtaining multiple voter registrations and voting multiple times,http://vanwinkleforcolorado.com/issues/,Voting,CO
177,655,KevinVanWinkleStateHouse-District43.CO.primary.2016,State House - District 43,State House,43,2,Republican,Kevin,Winkle,Y,"He co-sponsored another bill to require an ID for those registering to vote on the same day as an election, if the clerk has no time to check for voter fraud.",Supports requiring an ID for those registering to vote on the same day as an election,http://vanwinkleforcolorado.com/issues/,Voting,CO
178,656,PatrickNevilleStateHouse-District45.CO.primary.2016,State House - District 45,State House,45,2,Republican,Patrick,Neville,Y,I will fight to repeal Common Core or any leftist scheme that usurps control from our locally elected school board and places it in the hands of state or federal bureaucrats.,Opposes Common Core ,http://www.patrickforcolorado.com/issues/,Education,CO
179,657,PatrickNevilleStateHouse-District45.CO.primary.2016,State House - District 45,State House,45,2,Republican,Patrick,Neville,Y,"I believe the 2nd Amendment is a bulwark against tyranny. I am proud to be endorsed by Rocky Mountain Gun Owners PAC (RMGO), the most strident gun rights group in Colorado.",Believes that the 2nd Amendment is a bulwark against tyranny,http://www.patrickforcolorado.com/issues/,Guns,CO
180,658,PatrickNevilleStateHouse-District45.CO.primary.2016,State House - District 45,State House,45,2,Republican,Patrick,Neville,Y,"As a former Columbine student, I support allowing our teachers to conceal and carry in the classroom;",Supports allowing teachers to conceal and carry in the classroom,http://www.patrickforcolorado.com/issues/,Guns,CO
181,659,ShantellSchweikartStateHouse-District45.CO.primary.2016,State House - District 45,State House,45,2,Democrat,Shantell,Schweikart,N,"Our immigration system both on a national and local level is broken and will require bipartisan support to have meaningful change. We are all hardworking families striving for the same American Dream. We need to protect our borders while protecting our community. If there is an immigrant here participating in our community, we need a pathway for all hardworking contributors to continue to be part of our economy legally.",Supports a pathway for all hardworking contributors to continue to be part of our economy legally,http://shantellforstatehouse.com/womens-rights/,Immigration,CO
182,660,ShantellSchweikartStateHouse-District45.CO.primary.2016,State House - District 45,State House,45,2,Democrat,Shantell,Schweikart,N,"Our immigration system both on a national and local level is broken and will require bipartisan support to have meaningful change. We are all hardworking families striving for the same American Dream. We need to protect our borders while protecting our community. If there is an immigrant here participating in our community, we need a pathway for all hardworking contributors to continue to be part of our economy legally.",Supports protecting our borders while protecting our community,http://shantellforstatehouse.com/womens-rights/,Immigration,CO
183,661,ClariceNavarroStateHouse-District47.CO.primary.2016,State House - District 47,State House,47,2,Republican,Clarice,Navarro,Y,As a State Representative I have fought to strengthen Southern Coloradoâ€™s water rights and will continue to fight for them because water is part of our rural way of life.,Supports strengthening Southern Colorado's water rights,http://www.clarice47.com/issues,Agriculture,CO
184,662,ClariceNavarroStateHouse-District47.CO.primary.2016,State House - District 47,State House,47,2,Republican,Clarice,Navarro,Y,Colorado needs to reject Common Core.,Believes that Colorado needs to reject Common Core,http://www.clarice47.com/issues,Education,CO
185,663,ClariceNavarroStateHouse-District47.CO.primary.2016,State House - District 47,State House,47,2,Republican,Clarice,Navarro,Y,It is time to create equal opportunities for all sources of energy and not overregulate any specific source(s),Believes in creating equal opportunities for all sources of energy and not over regulating any specific source(s),http://www.clarice47.com/issues,Environment,CO
186,664,"Adrian""Buzz""SweeneyStateHouse-District49.CO.primary.2016",State House - District 49,State House,49,2,Democrat,Adrian,Sweeney,N,"Offer resources for job training programs, especially for in-demand jobs like health care and information technology","Supports offering resources for job training programs, especially for health care and information technology",http://buzz4cohouse.com/issues/higher-education-2/,Economy,CO
187,665,"Adrian""Buzz""SweeneyStateHouse-District49.CO.primary.2016",State House - District 49,State House,49,2,Democrat,Adrian,Sweeney,N,Require institutions to be more transparent about the true costs of attendance,Believes in requiring institutions to be more transparent about the true costs of attendance,http://buzz4cohouse.com/issues/higher-education-2/,Education,CO
188,666,"Adrian""Buzz""SweeneyStateHouse-District49.CO.primary.2016",State House - District 49,State House,49,2,Democrat,Adrian,Sweeney,N,"Increase graduation rates among borrowers, thereby decreasing loan default rates.",Supports increasing graduation rates among student loan borrowers,http://buzz4cohouse.com/issues/higher-education-2/,Education,CO
189,667,"Adrian""Buzz""SweeneyStateHouse-District49.CO.primary.2016",State House - District 49,State House,49,2,Democrat,Adrian,Sweeney,N,Offer at least two years free tuition at community colleges,Supports offering at least two years free tuition at community colleges,http://buzz4cohouse.com/issues/higher-education-2/,Education,CO
190,668,"Adrian""Buzz""SweeneyStateHouse-District49.CO.primary.2016",State House - District 49,State House,49,2,Democrat,Adrian,Sweeney,N,Offer Pell grants that are indexed to inflation and rising tuition costs; make them available for summer semesters,Supports offering Pell grants that are indexed to inflation and rising tuition costs; make them available for summer semesters,http://buzz4cohouse.com/issues/higher-education-2/,Education,CO
191,669,"Adrian""Buzz""SweeneyStateHouse-District49.CO.primary.2016",State House - District 49,State House,49,2,Democrat,Adrian,Sweeney,N,Offer refinancing options for student loans at lower rates; allow them to convert private loans to lower-interest federal loans.,Supports offering refinancing options for student loans at lower rates and allowing them to convert private loans to lower-interest federal loans,http://buzz4cohouse.com/issues/higher-education-2/,Education,CO
192,670,TomJLuceroStateHouse-District51.CO.primary.2016,State House - District 51,State House,51,2,Republican,Tom,Lucero,N,we should maintain tax rates that are attractive to new businesses,Believes we should maintain tax rates that are attractive to new businesses,http://luceroforcolorado.com/issues.html,Economy,CO
193,671,TomJLuceroStateHouse-District51.CO.primary.2016,State House - District 51,State House,51,2,Republican,Tom,Lucero,N,"""I've always supported repealing the concealed-carry ban,"" Lucero said. ""I've always thought it was unconstitutional.”","Supports the 2nd Amendment, and believes the concealed-carry ban is unconstitutional",http://luceroforcolorado.com/issues.html,Guns,CO
194,672,TomJLuceroStateHouse-District51.CO.primary.2016,State House - District 51,State House,51,2,Republican,Tom,Lucero,N,Moving Colorado to a single payer system will destroy our economy,Opposes moving Colorado to a single payer system,http://luceroforcolorado.com/issues.html,Healthcare,CO
195,673,TomJLuceroStateHouse-District51.CO.primary.2016,State House - District 51,State House,51,2,Republican,Tom,Lucero,N,Opposes Obamacare,Opposes Obamacare,http://luceroforcolorado.com/issues.html,Healthcare,CO
196,674,TomJLuceroStateHouse-District51.CO.primary.2016,State House - District 51,State House,51,2,Republican,Tom,Lucero,N,Supports the Taxpayer Bill of Rights (TABOR),Supports the Taxpayer Bill of Rights (TABOR),http://luceroforcolorado.com/issues.html,Taxes + Budget,CO
197,675,DonnaWalterStateHouse-District52.CO.primary.2016,State House - District 52,State House,52,2,Republican,Donna,Walter,N,I will also support on-going efforts to offer choice in the education system through charter schools and other similar programs.,Supports offering choice in the education system through charter schools and other similar programs,http://www.donnawalter.com/issues/#education,Education,CO
198,676,DonnaWalterStateHouse-District52.CO.primary.2016,State House - District 52,State House,52,2,Republican,Donna,Walter,N,"I have spoken with them on the possibility of rerouting some of the new tax funding headed for K-12 to a program for first time offenders to provide for an alternative sentencing allowing training in the trades which would include requirements for minimum GPA, attendance, etc.",Supports rerouting new tax funding headed for K-12 to a program for alternative sentencing for first time offenders ,http://www.donnawalter.com/issues/#transportation,Education,CO
199,677,DonnaWalterStateHouse-District52.CO.primary.2016,State House - District 52,State House,52,2,Republican,Donna,Walter,N,"I am in favor of returning control of education to local school districts, parents, and teachers. Common Core may sound like a good program, but children are not all equal.","Supports returning control of education to local school districts, parents, and teachers",http://www.donnawalter.com/issues/#education,Education,CO
200,678,DonnaWalterStateHouse-District52.CO.primary.2016,State House - District 52,State House,52,2,Republican,Donna,Walter,N,I will work to eliminate Common Core and restore local control in order to serve best your childrenâ€™s educational future.,Supports working to eliminate Common Core and restore local control over education,http://www.donnawalter.com/issues/#education,Education,CO
201,679,DonnaWalterStateHouse-District52.CO.primary.2016,State House - District 52,State House,52,2,Republican,Donna,Walter,N,My goal while in the legislature will be to assist in preparing bills that clearly state their purpose and address necessary issues for the general benefit of all citizens.,Believes in preparing bills that clearly state their purpose and address necessary issues ,http://www.donnawalter.com/issues/#government,Government Operations,CO
202,680,DonnaWalterStateHouse-District52.CO.primary.2016,State House - District 52,State House,52,2,Republican,Donna,Walter,N,I do not believe government should dictate to insurance companies who and what they cover.,Opposes the idea that the government should dictate to insurance companies who and what they cover,http://www.donnawalter.com/issues/#health,Government Operations,CO
203,681,DonnaWalterStateHouse-District52.CO.primary.2016,State House - District 52,State House,52,2,Republican,Donna,Walter,N,I will work to create a system where people have more options and control over their health care.,Believes in people having more options and control over their health care,http://www.donnawalter.com/issues/#health,Healthcare,CO
204,682,DonnaWalterStateHouse-District52.CO.primary.2016,State House - District 52,State House,52,2,Republican,Donna,Walter,N,"I will work to hold the line on costs, to slow the increases in healthcare premiums by carefully evaluating the mandates, and to make health care more accessible in the district by returning health care decisions to the doctor and patient.","Supports holding the line on healthcare costs costs, supports slowing the increases in healthcare premiums by carefully evaluating the mandates and returning health care decisions to the doctor and patient",http://www.donnawalter.com/issues/#health,Healthcare,CO
205,683,DonnaWalterStateHouse-District52.CO.primary.2016,State House - District 52,State House,52,2,Republican,Donna,Walter,N,"My goal is to generate the free market purchase of insurance, including across state lines.","Supports plans to generate the free market for insurance, including across state lines",http://www.donnawalter.com/issues/#transportation,Healthcare,CO
206,684,DonnaWalterStateHouse-District52.CO.primary.2016,State House - District 52,State House,52,2,Republican,Donna,Walter,N,"I believe a good, solid solution is to restore â€œCover Coloradoâ€, so those who find themselves without coverage can actually go buy medical insurance without waiting.","Supports restoring the ""Cover Colorado"" program",http://www.donnawalter.com/issues/#health,Healthcare,CO
207,685,DonnaWalterStateHouse-District52.CO.primary.2016,State House - District 52,State House,52,2,Republican,Donna,Walter,N,I will work to lessen the intrusion of government in our personal lives.,Supports lessening the intrusion of government in personal lives,http://www.donnawalter.com/issues/#fracking,Privacy,CO
208,686,DonnaWalterStateHouse-District52.CO.primary.2016,State House - District 52,State House,52,2,Republican,Donna,Walter,N,"With every bill, I will ask: â€œDo we need this?â€","Supports asking with every bill: ""Do we need this?""",http://www.donnawalter.com/issues/#fracking,Taxes + Budget,CO
209,687,DonnaWalterStateHouse-District52.CO.primary.2016,State House - District 52,State House,52,2,Republican,Donna,Walter,N,"While we continue to look at future mass transportation solutions such as light rail, letâ€™s do the sensible thing and add another lane on I-25.",Supports looking at future mass transportation solutions such as light rail and adding another lane on I-25,http://www.donnawalter.com/issues/#transportation,Transportation,CO
210,688,MattSniderStateHouse-District56.CO.primary.2016,State House - District 56,State House,56,2,Democrat,Matt,Snider,N,Opposes the Taxpayer Bill of Rights (TABOR),Opposes the Taxpayer Bill of Rights (TABOR),http://www.mattsnider4colorado.com/issues/,Economy,CO
211,689,BobRankinStateHouse-District57.CO.primary.2016,State House - District 57,State House,57,2,Republican,Bob,Rankin,Y,local involvement and control,Supports local involvement and control in government,http://www.craigdailypress.com/news/2016/jun/09/rankins-under-dome-local-control-works-best/,Government Operations,CO
212,690,BarbaraHallMcLachlanStateHouse-District59.CO.primary.2016,State House - District 59,State House,59,2,Democrat,Barbara,McLachlan,N,we need a representative who’s going to fight to get our students and teachers the resources they need,Supports fighting to get students and teachers the resources they need,http://www.barbaramclachlan.com/,Education,CO
213,691,DavidHigginbothamStateHouse-District60.CO.primary.2016,State House - District 60,State House,60,2,Democrat,David,Higginbotham,N,he'd also like to see broadband more available to people in rural communities.,Supports seeing broadband more available to people in rural communities,http://www.canoncitydailyrecord.com/news/canoncity-local-news/ci_29998831/business-owner-david-higginbotham-seeks-house-district-60,Internet,CO
214,692,"JamesD""Jim""WilsonStateHouse-District60.CO.primary.2016",State House - District 60,State House,60,2,Republican,James,Wilson,Y,I will be an advocate for agriculture (one of the two major drivers of our economy) and the protection of our water rights that are constantly under attack.,Believes advocating for agriculture and the protection of our water rights,http://www.wilsonforhd60.com/#!platform/cee5,Agriculture,CO
215,693,"JamesD""Jim""WilsonStateHouse-District60.CO.primary.2016",State House - District 60,State House,60,2,Republican,James,Wilson,Y,I will strive to strengthen our educational system by demanding results and accountability while attempting to return our schools to the task of educating our children rather than raising them.,Believes striving to strengthen our educational system by demanding results and accountability while attempting to return our schools to the task of educating our children rather than raising them,http://www.wilsonforhd60.com/#!platform/cee5,Education,CO
216,694,"JamesD""Jim""WilsonStateHouse-District60.CO.primary.2016",State House - District 60,State House,60,2,Republican,James,Wilson,Y,I will work toward an educational system that rewards good teachers and prepares students for their future success.,Believes working toward an educational system that rewards good teachers and prepares students for their future success,http://www.wilsonforhd60.com/#!platform/cee5,Education,CO
217,695,"JamesD""Jim""WilsonStateHouse-District60.CO.primary.2016",State House - District 60,State House,60,2,Republican,James,Wilson,Y,I will be a strong advocate for Right To Life legislation.,Believes advocating for Right To Life legislation,http://www.wilsonforhd60.com/#!right-to-life/sifrf,Government Operations,CO
218,696,"JamesD""Jim""WilsonStateHouse-District60.CO.primary.2016",State House - District 60,State House,60,2,Republican,James,Wilson,Y,I will work with fellow legislators to return our state to living within its means.,Believes working with fellow legislators,http://www.wilsonforhd60.com/#!platform/cee5,Government Operations,CO
219,697,"JamesD""Jim""WilsonStateHouse-District60.CO.primary.2016",State House - District 60,State House,60,2,Republican,James,Wilson,Y,"As your representative, I will fight to protect our 2nd Amendment rights and would aggressively support Constitutional Carry legislation.",Supports fight to protect 2nd Amendment rights and would aggressively support Constitutional Carry legislation,http://www.wilsonforhd60.com/#!2nd-amendment/uc3sc,Guns,CO
220,698,"JamesD""Jim""WilsonStateHouse-District60.CO.primary.2016",State House - District 60,State House,60,2,Republican,James,Wilson,Y,I will help our rural and small communities develop job opportunities and assist with economic development by focusing on bringing expanded internet broadband service to the District.,Supports helping rural and small communities develop job opportunities and assist with economic development,http://www.wilsonforhd60.com/#!platform/cee5,Support Services,CO
221,699,"JamesD""Jim""WilsonStateHouse-District60.CO.primary.2016",State House - District 60,State House,60,2,Republican,James,Wilson,Y,I just firmly believe that public tax dollars (i.e. my tax dollars) should not fund the operation.,Opposes tax dollars funding the operation,http://www.wilsonforhd60.com/#!right-to-life/sifrf,Taxes + Budget,CO
222,700,AlonzoOlivasPayneStateHouse-District62.CO.primary.2016,State House - District 62,State House,62,2,Democrat,Alonzo,Payne,N,It is simple; we must reprioritize spending in education over spending on prisons.,Supports reprioritizing spending in education over spending on prisons,http://alonzoforcolorado.com/index.php/issues/,Education,CO
223,701,AlonzoOlivasPayneStateHouse-District62.CO.primary.2016,State House - District 62,State House,62,2,Democrat,Alonzo,Payne,N,We have an obligation to protect our interests in water: as a senior water right owner and an attorney Alonzo will be the strongest voice to protect his vested interest in fighting for our stateâ€™s most precious resource.,Supports protecting Colorado's water interests,http://alonzoforcolorado.com/index.php/issues/,Environment,CO
224,702,AlonzoOlivasPayneStateHouse-District62.CO.primary.2016,State House - District 62,State House,62,2,Democrat,Alonzo,Payne,N,Healthcare must be seen as a fundamental right and will result in maintaining the health of our state.,Believes Health Care must be seen as a fundamental right ,http://alonzoforcolorado.com/index.php/issues/,Healthcare,CO
225,703,AlonzoOlivasPayneStateHouse-District62.CO.primary.2016,State House - District 62,State House,62,2,Democrat,Alonzo,Payne,N,"The current minimum wage in Colorado is unfair and creates insecurity for Colorado students, families and workers.","Believes the current minimum wage in Colorado is unfair, supports raising it ",http://alonzoforcolorado.com/index.php/issues/,Wages + Benefits,CO
226,704,BobMattiveStateHouse-District62.CO.primary.2016,State House - District 62,State House,62,2,Republican,Bob,Mattive,N,"I will not compromise when it comes to keeping our water on our land, and on our farms.","Opposes compromise, believes in keeping Southern Colorado's water on their land and farms.",http://votebobmattive.com/issues,Agriculture,CO
227,705,BobMattiveStateHouse-District62.CO.primary.2016,State House - District 62,State House,62,2,Republican,Bob,Mattive,N,I will support smart economic development and businesses.,Supports smart economic development,http://votebobmattive.com/issues,Economy,CO
228,706,BobMattiveStateHouse-District62.CO.primary.2016,State House - District 62,State House,62,2,Republican,Bob,Mattive,N,I would support a sales tax on internet purchases.,Supports a sales tax on internet purchases,http://votebobmattive.com/issues,Taxes + Budget,CO
229,707,BobMattiveStateHouse-District62.CO.primary.2016,State House - District 62,State House,62,2,Republican,Bob,Mattive,N,I will support the needs of our veterans.,Believes in supporting the needs of our veterans,http://votebobmattive.com/issues,Veterans / VA,CO
230,708,KimmiLewisStateHouse-District64.CO.primary.2016,State House - District 64,State House,64,2,Republican,Kimmi,Lewis,N,"""Edible marijuana products are a problem in our schools. This is another liberal issue to erode our system. We have to stand strong and think of our children. There is a real concern for Colorado with the marijuana laws.""",Believes edible marijuana products are a problem in our schools,http://www.akronnewsreporter.com/ci_30016703/dore-and-lewis-present-at-republican-forum?source=most_viewed,Marijuana,CO
231,709,KimmiLewisStateHouse-District64.CO.primary.2016,State House - District 64,State House,64,2,Republican,Kimmi,Lewis,N,Supports stopping more taxes where we can and diminish taxes where we can,Supports stopping more taxes where we can and diminish taxes where we can,http://www.akronnewsreporter.com/ci_30016703/dore-and-lewis-present-at-republican-forum?source=most_viewed,Taxes + Budget,CO
232,710,KimmiLewisStateHouse-District64.CO.primary.2016,State House - District 64,State House,64,2,Republican,Kimmi,Lewis,N,"""School funding is hard. I believe in the Tabor Law to keep the state in the black, but we need to cut other fees. These fees hurt rural Colorado schools.""",Supports the Tabor Law (the Taxpayer Bill of Rights),http://www.akronnewsreporter.com/ci_30016703/dore-and-lewis-present-at-republican-forum?source=most_viewed,Taxes + Budget,CO
233,711,KimmiLewisStateHouse-District64.CO.primary.2016,State House - District 64,State House,64,2,Republican,Kimmi,Lewis,N,"""An audit of the transportation system spending needs to be done. Work with the state legislators. Colorado's state gas tax is higher than the federal gas tax. I understand the concerns.""",Supports an auditing of transportation system spending,http://www.akronnewsreporter.com/ci_30016703/dore-and-lewis-present-at-republican-forum?source=most_viewed,Transportation,CO
234,712,KimmiLewisStateHouse-District64.CO.primary.2016,State House - District 64,State House,64,2,Republican,Kimmi,Lewis,N,"""There is not a comprehensive for the presidential election. I support a fair presidential primary.""",Supports a presidential primary in Colorado,http://www.akronnewsreporter.com/ci_30016703/dore-and-lewis-present-at-republican-forum?source=most_viewed,Voting,CO
235,713,KimmiLewisStateHouse-District64.CO.primary.2016,State House - District 64,State House,64,2,Republican,Kimmi,Lewis,N,"""I support term limits. Being an elected official means to be of service to everyone. If an elected official is good, let them step down after their term and then if they want, they can run again later.""",Supports term limits,http://www.akronnewsreporter.com/ci_30016703/dore-and-lewis-present-at-republican-forum?source=most_viewed,Voting,CO
236,714,TimDoreStateHouse-District64.CO.primary.2016,State House - District 64,State House,64,2,Republican,Tim,Dore,Y,"""Colorado is unique. I don't support marijuana being legal. It costs money to enforce the laws. I don't like edible marijuana products and feel many problems need to be addressed with this issue.""",Opposes marijuana being legal,http://www.akronnewsreporter.com/ci_30016703/dore-and-lewis-present-at-republican-forum?source=most_viewed,Marijuana,CO
237,715,TimDoreStateHouse-District64.CO.primary.2016,State House - District 64,State House,64,2,Republican,Tim,Dore,Y,"""Daycare is a benefit to families and single mothers. We need a daycare system that works. All the regulations that there are now are not needed. I think that businesses that start their own daycare need to have a tax credit. We need to do better as a culture and a state.""","Supports reducing regulations for daycares, and giving tax credits to businesses that start their own daycare",http://www.akronnewsreporter.com/ci_30016703/dore-and-lewis-present-at-republican-forum?source=most_viewed,Support Services,CO
238,716,TimDoreStateHouse-District64.CO.primary.2016,State House - District 64,State House,64,2,Republican,Tim,Dore,Y,"""There is not enough money to fix what needs to be fixed. The highways that need work are not prioritized and that needs to be done.",Supports prioritizing the highways that need work,http://www.akronnewsreporter.com/ci_30016703/dore-and-lewis-present-at-republican-forum?source=most_viewed,Transportation,CO
